,year_make_model_1,detail_url,vin,price_rating,vehicle_price,year_make_model_2,trim,location,mileage,exterior_color,interior_color,mpg,engine,transmission,drive_type,fuel_type,accident_check,usage,title,number_of_owners,date
0,2011 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH7BM360332/2011-nissan-370z/,JN1AZ4FH7BM360332,Great Price,14995,2011 Nissan 370Z,Base Roadster Auto,"Tempe, AZ",69274,Brilliant Silver Metallic,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,5,2020-06-04 09:30:23.689292
1,2012 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FHXCM370869/2012-nissan-370z/,JN1AZ4FHXCM370869,Great Price,15999,2012 Nissan 370Z,Touring Roadster Auto,"Scottsdale, AZ",83745,Solid Red,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,2,2020-06-04 09:30:23.689292
2,2010 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH8AM303426/2010-nissan-370z/,JN1AZ4FH8AM303426,Excellent Price,11850,2010 Nissan 370Z,Touring Roadster Auto,"Downers Grove, IL",69994,Grey,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,3,2020-06-04 09:30:23.689292
3,2014 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH4EM620755/2014-nissan-370z/,JN1AZ4FH4EM620755,Great Price,18011,2014 Nissan 370Z,Touring Roadster Auto,"West Chester, OH",55920,Brilliant Silver Metallic,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,1,Fleet or Mixed Use,Clean,3,2020-06-04 09:30:23.689292
4,2014 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH9EM620475/2014-nissan-370z/,JN1AZ4FH9EM620475,Great Price,19985,2014 Nissan 370Z,Touring Roadster Auto,"Grand Island, NY",30363,Gun Metallic,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,1,2020-06-04 09:30:23.689292
5,2012 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH8CM370434/2012-nissan-370z/,JN1AZ4FH8CM370434,Great Price,18580,2012 Nissan 370Z,Touring Roadster Auto,"Concord, CA",32200,Black Cherry Metallic,Wine,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,2,2020-06-04 09:30:23.689292
6,2011 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH5BM360684/2011-nissan-370z/,JN1AZ4FH5BM360684,Excellent Price,9800,2011 Nissan 370Z,Touring Roadster Auto,"Elmhurst, NY",98890,Black Cherry,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Fleet or Mixed Use,Clean,3,2020-06-04 09:30:23.689292
7,2011 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH7BM360069/2011-nissan-370z/,JN1AZ4FH7BM360069,Excellent Price,14880,2011 Nissan 370Z,Touring Roadster Auto,"Seattle, WA",30292,Brilliant Silver Metallic,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Fleet or Mixed Use,Clean,3,2020-06-04 09:30:23.689292
8,2014 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH5EM621073/2014-nissan-370z/,JN1AZ4FH5EM621073,Great Price,15999,2014 Nissan 370Z,Touring Roadster Auto,"Honolulu, HI",47450,Pearl White,Wine,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Fleet or Mixed Use,Clean,2,2020-06-04 09:30:23.689292
