,year_make_model_1,detail_url,vin,price_rating,vehicle_price,year_make_model_2,trim,location,mileage,exterior_color,interior_color,mpg,engine,transmission,drive_type,fuel_type,accident_check,usage,title,number_of_owners,date
0,2016 BMW Z4,https://penfed.truecar.com/used-cars-for-sale/listing/WBALL5C54G5A20645/2016-bmw-z4/,WBALL5C54G5A20645,Excellent Price,19995,2016 BMW Z4,sDrive28i,"Van Nuys, CA",65532,Jet Black,Black/Orange,MPG22 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,2,2020-05-07 10:57:59.742790
1,2015 BMW Z4,https://penfed.truecar.com/used-cars-for-sale/listing/WBALL5C53FP556843/2015-bmw-z4/,WBALL5C53FP556843,Excellent Price,19991,2015 BMW Z4,sDrive28i,"Gladstone, OR",62658,Jet Black,Black,MPG22 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,0,Fleet or Mixed Use,Clean,3,2020-05-07 10:57:59.742790
2,2012 BMW Z4,https://penfed.truecar.com/used-cars-for-sale/listing/WBALL5C59CE716585/2012-bmw-z4/,WBALL5C59CE716585,Excellent Price,16999,2012 BMW Z4,Roadster sDrive28i,"Lakewood, WA",37321,Gold,Beige,MPG23 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,1,2020-05-07 10:57:59.742790
3,2012 BMW Z4,https://penfed.truecar.com/used-cars-for-sale/listing/WBALM7C56CE384520/2012-bmw-z4/,WBALM7C56CE384520,Great Price,17000,2012 BMW Z4,Roadster sDrive35i,"Redwood City, CA",78621,Black Sapphire Metallic,Black,MPG19 cty / 26 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Gas,0,Fleet or Mixed Use,Clean,2,2020-05-07 10:57:59.742790
4,2014 BMW Z4,https://penfed.truecar.com/used-cars-for-sale/listing/WBALL5C53EJ105252/2014-bmw-z4/,WBALL5C53EJ105252,Great Price,17990,2014 BMW Z4,sDrive28i,"Burbank, CA",32820,Deep Sea Blue Metallic,Black,MPG22 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,2,Personal or Rental Use,Clean,1,2020-05-07 10:57:59.742790
5,2011 BMW Z4,https://penfed.truecar.com/used-cars-for-sale/listing/WBALM5C53BE380136/2011-bmw-z4/,WBALM5C53BE380136,Excellent Price,11859,2011 BMW Z4,Roadster sDrive30i,"Brooksville, FL",92000,Alpine White,Unknown,MPG18 cty / 28 hwy,3.0L Inline-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,3,2020-05-07 10:57:59.742790
6,2013 BMW Z4,https://penfed.truecar.com/used-cars-for-sale/listing/WBALM7C57DE385404/2013-bmw-z4/,WBALM7C57DE385404,Great Price,16901,2013 BMW Z4,Roadster sDrive35i,"Atlanta, GA",97501,Unknown,Coral Red,MPG19 cty / 26 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Gas,1,Personal or Rental Use,Clean,4,2020-05-07 10:57:59.742790
7,2011 BMW Z4,https://penfed.truecar.com/used-cars-for-sale/listing/WBALM1C57BE633399/2011-bmw-z4/,WBALM1C57BE633399,Great Price,17299,2011 BMW Z4,Roadster sDrive35is,"Montebello, CA",75286,Titanium Silver Metallic,Coral Red,MPG17 cty / 24 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Gas,0,Fleet or Mixed Use,Clean,2,2020-05-07 10:57:59.742790
