,year_make_model_1,detail_url,vin,price_rating,vehicle_price,year_make_model_2,trim,location,mileage,exterior_color,interior_color,mpg,engine,transmission,drive_type,fuel_type,accident_check,usage,title,number_of_owners,date
0,2010 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH4AM301379/2010-nissan-370z/,JN1AZ4FH4AM301379,Excellent Price,13876,2010 Nissan 370Z,Touring Roadster Auto,"Oklahoma City, OK",45581,Solid Red,Persimmon,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,1,2020-04-30 08:40:59.180563
1,2012 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FHXCM370242/2012-nissan-370z/,JN1AZ4FHXCM370242,Excellent Price,16941,2012 Nissan 370Z,Touring Roadster Auto,"Indianapolis, IN",55846,Brilliant Silver Metallic,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,1,Fleet or Mixed Use,Clean,3,2020-04-30 08:40:59.180563
2,2010 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH8AM303426/2010-nissan-370z/,JN1AZ4FH8AM303426,Excellent Price,13641,2010 Nissan 370Z,Touring Roadster Auto,"Olive Branch, MS",69931,Platinum Graphite Metallic,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,3,2020-04-30 08:40:59.180563
3,2012 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FHXCM370757/2012-nissan-370z/,JN1AZ4FHXCM370757,Excellent Price,13250,2012 Nissan 370Z,Base Roadster Auto,"Newport News, VA",44003,Pearl White,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Lemon,2,2020-04-30 08:40:59.180563
4,2011 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH0BM360219/2011-nissan-370z/,JN1AZ4FH0BM360219,Great Price,11995,2011 Nissan 370Z,Touring Roadster Auto,"Nashville, TN",93000,Magnetic Black Metallic,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,1,2020-04-30 08:40:59.180563
5,2014 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH5EM621137/2014-nissan-370z/,JN1AZ4FH5EM621137,Excellent Price,18941,2014 Nissan 370Z,Touring Roadster Auto,"Olive Branch, MS",48854,Magnetic Black Metallic,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,1,2020-04-30 08:40:59.180563
6,2014 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH5EM621073/2014-nissan-370z/,JN1AZ4FH5EM621073,Excellent Price,17199,2014 Nissan 370Z,Touring Roadster Auto,"Honolulu, HI",47450,Pearl White,Wine,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Fleet or Mixed Use,Clean,2,2020-04-30 08:40:59.180563
7,2015 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH3FM430530/2015-nissan-370z/,JN1AZ4FH3FM430530,Great Price,19970,2015 Nissan 370Z,Touring Roadster Auto,"New Bern, NC",68761,Magnetic Black Metallic,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,2,2020-04-30 08:40:59.180563
8,2011 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH5BM360684/2011-nissan-370z/,JN1AZ4FH5BM360684,Excellent Price,9800,2011 Nissan 370Z,Touring Roadster Auto,"Elmhurst, NY",98890,Black Cherry,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Fleet or Mixed Use,Clean,3,2020-04-30 08:40:59.180563
9,2012 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH0CM370931/2012-nissan-370z/,JN1AZ4FH0CM370931,Great Price,16780,2012 Nissan 370Z,Touring Roadster Auto,"Raleigh, NC",57451,Brilliant Silver Metallic,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Fleet or Mixed Use,Clean,3,2020-04-30 08:40:59.180563
10,2010 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FHXAM301533/2010-nissan-370z/,JN1AZ4FHXAM301533,Great Price,14540,2010 Nissan 370Z,Touring Roadster Auto,"Tempe, AZ",59534,Monterey Blue,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,2,2020-04-30 08:40:59.180563
11,2014 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH4EM620755/2014-nissan-370z/,JN1AZ4FH4EM620755,Great Price,18011,2014 Nissan 370Z,Touring Roadster Auto,"West Chester, OH",55920,Brilliant Silver Metallic,Black,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,1,Fleet or Mixed Use,Clean,3,2020-04-30 08:40:59.180563
12,2012 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FH9CM371012/2012-nissan-370z/,JN1AZ4FH9CM371012,Great Price,17599,2012 Nissan 370Z,Touring Roadster Auto,"Somerset, MA",46783,Black Cherry Metallic,Wine,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,0,Personal or Rental Use,Clean,1,2020-04-30 08:40:59.180563
13,2010 Nissan 370Z,https://penfed.truecar.com/used-cars-for-sale/listing/JN1AZ4FHXAM301810/2010-nissan-370z/,JN1AZ4FHXAM301810,Excellent Price,9599,2010 Nissan 370Z,Touring Roadster Manual,"Santa Ana, CA",64999,Black Cherry Metallic,Wine,MPG18 cty / 25 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,2,Personal or Rental Use,Clean,2,2020-04-30 08:40:59.180563
